Agent_ID,Locale,Profile,Age,Socioeconomic,Tech_Adoption,Family,Education,Religion,Politics,Hobby,Primary_Fear,Backstory,O,C,E,A,N
Agent_004,ES,Dueño de Agencia de Publicidad / Autónomo,50,Alto,0.46,Casado/a con hijos,Universidad Pública,Católico no practicante,Conservador (PP/Vox),Cañas de Afterwork,Inspección sorpresa de Hacienda que arruine el negocio.,"Soy un Dueño de Agencia de Publicidad / Autónomo español de 50 años, de nivel socioeconómico Alto. Tengo una estructura familiar tipo 'Casado/a con hijos', y mi principal desconexión del trabajo es cañas de afterwork. Me formé en Universidad Pública y tengo una mentalidad tendiente a lo Conservador (PP/Vox) (Católico no practicante). Mi mayor angustia y motor de preocupación diaria es que sufro por este escenario: Inspección sorpresa de Hacienda que arruine el negocio.",0.17,0.35,0.34,0.41,0.18
Agent_042,ES,Director de Marketing (CMO) / Empleado,44,Medio,0.89,Soltero/a sin hijos,Universidad Pública + Máster,Católico practicante,Liberal,Tapas en La Latina,"Crisis laboral, despidos por reducción de plantilla o el Burnout.","Soy un Director de Marketing (CMO) / Empleado español de 44 años, de nivel socioeconómico Medio. Tengo una estructura familiar tipo 'Soltero/a sin hijos', y mi principal desconexión del trabajo es tapas en la latina. Me formé en Universidad Pública + Máster y tengo una mentalidad tendiente a lo Liberal (Católico practicante). Mi mayor angustia y motor de preocupación diaria es que sufro por este escenario: Crisis laboral, despidos por reducción de plantilla o el Burnout.",0.75,0.41,0.3,0.67,0.76
Agent_044,ES,Director de Marketing (CMO) / Empleado,27,Bajo,0.73,Divorciado/a,Universidad Pública + Máster,Católico practicante,Liberal,Senderismo,"Crisis laboral, despidos por reducción de plantilla o el Burnout.","Soy un Director de Marketing (CMO) / Empleado español de 27 años, de nivel socioeconómico Bajo. Tengo una estructura familiar tipo 'Divorciado/a', y mi principal desconexión del trabajo es senderismo. Me formé en Universidad Pública + Máster y tengo una mentalidad tendiente a lo Liberal (Católico practicante). Mi mayor angustia y motor de preocupación diaria es que sufro por este escenario: Crisis laboral, despidos por reducción de plantilla o el Burnout.",0.84,0.15,0.14,0.33,0.74
Agent_033,ES,Director de Marketing (CMO) / Empleado,53,Alto,0.36,Soltero/a sin hijos,Universidad Pública + Máster,Católico no practicante,Progresista,Escapadas de fin de semana,"Crisis laboral, despidos por reducción de plantilla o el Burnout.","Soy un Director de Marketing (CMO) / Empleado español de 53 años, de nivel socioeconómico Alto. Tengo una estructura familiar tipo 'Soltero/a sin hijos', y mi principal desconexión del trabajo es escapadas de fin de semana. Me formé en Universidad Pública + Máster y tengo una mentalidad tendiente a lo Progresista (Católico no practicante). Mi mayor angustia y motor de preocupación diaria es que sufro por este escenario: Crisis laboral, despidos por reducción de plantilla o el Burnout.",0.88,0.76,0.11,0.16,0.12
Agent_047,ES,Director de Marketing (CMO) / Empleado,45,Medio-Alto,0.47,Casado/a con hijos,Doble Grado,Católico no practicante,Socialdemócrata (PSOE),Escapadas de fin de semana,"Crisis laboral, despidos por reducción de plantilla o el Burnout.","Soy un Director de Marketing (CMO) / Empleado español de 45 años, de nivel socioeconómico Medio-Alto. Tengo una estructura familiar tipo 'Casado/a con hijos', y mi principal desconexión del trabajo es escapadas de fin de semana. Me formé en Doble Grado y tengo una mentalidad tendiente a lo Socialdemócrata (PSOE) (Católico no practicante). Mi mayor angustia y motor de preocupación diaria es que sufro por este escenario: Crisis laboral, despidos por reducción de plantilla o el Burnout.",0.13,0.43,0.1,0.77,0.44
Agent_045,ES,Director de Marketing (CMO) / Empleado,59,Medio,0.0,Casado/a con hijos,Doble Grado,Ateo/Agnóstico,Progresista,Tapas en La Latina,"Crisis laboral, despidos por reducción de plantilla o el Burnout.","Soy un Director de Marketing (CMO) / Empleado español de 59 años, de nivel socioeconómico Medio. Tengo una estructura familiar tipo 'Casado/a con hijos', y mi principal desconexión del trabajo es tapas en la latina. Me formé en Doble Grado y tengo una mentalidad tendiente a lo Progresista (Ateo/Agnóstico). Mi mayor angustia y motor de preocupación diaria es que sufro por este escenario: Crisis laboral, despidos por reducción de plantilla o el Burnout.",0.58,0.72,0.68,0.84,0.19
Agent_001,ES,Dueño de Agencia de Publicidad / Autónomo,28,Alto,0.58,Casado/a con hijos,"Universidad Privada (Esic, IE)",Ateo/Agnóstico,Centro Liberal,Crossfit/Gimnasio,Inspección sorpresa de Hacienda que arruine el negocio.,"Soy un Dueño de Agencia de Publicidad / Autónomo español de 28 años, de nivel socioeconómico Alto. Tengo una estructura familiar tipo 'Casado/a con hijos', y mi principal desconexión del trabajo es crossfit/gimnasio. Me formé en Universidad Privada (Esic, IE) y tengo una mentalidad tendiente a lo Centro Liberal (Ateo/Agnóstico). Mi mayor angustia y motor de preocupación diaria es que sufro por este escenario: Inspección sorpresa de Hacienda que arruine el negocio.",0.12,0.28,0.23,0.45,0.12
Agent_050,ES,Director de Marketing (CMO) / Empleado,49,Alto,0.29,Soltero/a sin hijos,Universidad Pública + Máster,Ateo/Agnóstico,Socialdemócrata (PSOE),Tapas en La Latina,"Crisis laboral, despidos por reducción de plantilla o el Burnout.","Soy un Director de Marketing (CMO) / Empleado español de 49 años, de nivel socioeconómico Alto. Tengo una estructura familiar tipo 'Soltero/a sin hijos', y mi principal desconexión del trabajo es tapas en la latina. Me formé en Universidad Pública + Máster y tengo una mentalidad tendiente a lo Socialdemócrata (PSOE) (Ateo/Agnóstico). Mi mayor angustia y motor de preocupación diaria es que sufro por este escenario: Crisis laboral, despidos por reducción de plantilla o el Burnout.",0.46,0.74,0.65,0.64,0.14
Agent_015,ES,Dueño de Agencia de Publicidad / Autónomo,29,Medio-Alto,0.33,Conviviente,Universidad Pública,Ateo/Agnóstico,Conservador (PP/Vox),Crossfit/Gimnasio,Inspección sorpresa de Hacienda que arruine el negocio.,"Soy un Dueño de Agencia de Publicidad / Autónomo español de 29 años, de nivel socioeconómico Medio-Alto. Tengo una estructura familiar tipo 'Conviviente', y mi principal desconexión del trabajo es crossfit/gimnasio. Me formé en Universidad Pública y tengo una mentalidad tendiente a lo Conservador (PP/Vox) (Ateo/Agnóstico). Mi mayor angustia y motor de preocupación diaria es que sufro por este escenario: Inspección sorpresa de Hacienda que arruine el negocio.",0.72,0.1,0.44,0.62,0.48
Agent_022,ES,Dueño de Agencia de Publicidad / Autónomo,34,Alto,0.85,Divorciado/a,Universidad Pública,Ateo/Agnóstico,Conservador (PP/Vox),Bicicleta/Ciclismo,Inspección sorpresa de Hacienda que arruine el negocio.,"Soy un Dueño de Agencia de Publicidad / Autónomo español de 34 años, de nivel socioeconómico Alto. Tengo una estructura familiar tipo 'Divorciado/a', y mi principal desconexión del trabajo es bicicleta/ciclismo. Me formé en Universidad Pública y tengo una mentalidad tendiente a lo Conservador (PP/Vox) (Ateo/Agnóstico). Mi mayor angustia y motor de preocupación diaria es que sufro por este escenario: Inspección sorpresa de Hacienda que arruine el negocio.",0.88,0.41,0.15,0.44,0.57
